label,future_return,time
1,-0.0014579949,2025-06-06 09:50:00+00:00
2,-0.00038384175,2025-06-06 09:55:00+00:00
2,0.00074162765,2025-06-06 10:00:00+00:00
3,0.0010602244,2025-06-06 10:05:00+00:00
2,-0.0008062213,2025-06-06 10:10:00+00:00
2,-0.00019041271,2025-06-06 10:15:00+00:00
2,0.00030954316,2025-06-06 10:20:00+00:00
3,0.0010296118,2025-06-06 10:25:00+00:00
3,0.0011876732,2025-06-06 10:30:00+00:00
2,0.0009940624,2025-06-06 10:35:00+00:00
3,0.0024203777,2025-06-06 10:40:00+00:00
3,0.0030602454,2025-06-06 10:45:00+00:00
3,0.003501317,2025-06-06 10:50:00+00:00
3,0.0017383695,2025-06-06 10:55:00+00:00
3,0.0011756057,2025-06-06 11:00:00+00:00
2,-0.0004373256,2025-06-06 11:05:00+00:00
2,0.0005686809,2025-06-06 11:10:00+00:00
2,-0.00044934056,2025-06-06 11:15:00+00:00
2,-0.000836103,2025-06-06 11:20:00+00:00
1,-0.0024584194,2025-06-06 11:25:00+00:00
1,-0.0013705961,2025-06-06 11:30:00+00:00
1,-0.0013439222,2025-06-06 11:35:00+00:00
1,-0.0029283273,2025-06-06 11:40:00+00:00
1,-0.0031786489,2025-06-06 11:45:00+00:00
1,-0.0034534673,2025-06-06 11:50:00+00:00
1,-0.002555485,2025-06-06 11:55:00+00:00
1,-0.0017479607,2025-06-06 12:00:00+00:00
2,-0.0007351475,2025-06-06 12:05:00+00:00
2,-0.0007945104,2025-06-06 12:10:00+00:00
2,-0.00054183276,2025-06-06 12:15:00+00:00
2,8.040453e-05,2025-06-06 12:20:00+00:00
2,0.00029204215,2025-06-06 12:25:00+00:00
2,-0.00053589133,2025-06-06 12:30:00+00:00
2,-0.00015779586,2025-06-06 12:35:00+00:00
2,9.829474e-05,2025-06-06 12:40:00+00:00
2,0.0008493493,2025-06-06 12:45:00+00:00
3,0.0011412395,2025-06-06 12:50:00+00:00
3,0.0011529146,2025-06-06 12:55:00+00:00
3,0.0013281557,2025-06-06 13:00:00+00:00
3,0.0019270864,2025-06-06 13:05:00+00:00
3,0.0011465533,2025-06-06 13:10:00+00:00
3,0.001221274,2025-06-06 13:15:00+00:00
2,0.000729538,2025-06-06 13:20:00+00:00
3,0.0012661396,2025-06-06 13:25:00+00:00
3,0.0019927972,2025-06-06 13:30:00+00:00
3,0.0011821669,2025-06-06 13:35:00+00:00
3,0.0015368211,2025-06-06 13:40:00+00:00
2,0.0006074393,2025-06-06 13:45:00+00:00
2,-0.00036311362,2025-06-06 13:50:00+00:00
2,-0.00066357595,2025-06-06 13:55:00+00:00
1,-0.0012907063,2025-06-06 14:00:00+00:00
1,-0.0016855586,2025-06-06 14:05:00+00:00
1,-0.0015468181,2025-06-06 14:10:00+00:00
2,-0.0009074005,2025-06-06 14:15:00+00:00
1,-0.001184263,2025-06-06 14:20:00+00:00
2,-0.00060995383,2025-06-06 14:25:00+00:00
1,-0.0020155895,2025-06-06 14:30:00+00:00
1,-0.0033965756,2025-06-06 14:35:00+00:00
1,-0.0028548148,2025-06-06 14:40:00+00:00
2,-0.00041364125,2025-06-06 14:45:00+00:00
2,-0.00071458134,2025-06-06 14:50:00+00:00
1,-0.0014501169,2025-06-06 14:55:00+00:00
1,-0.0026859946,2025-06-06 15:00:00+00:00
2,-0.0008248466,2025-06-06 15:05:00+00:00
2,-0.00017875551,2025-06-06 15:10:00+00:00
1,-0.0011196474,2025-06-06 15:15:00+00:00
1,-0.0017367938,2025-06-06 15:20:00+00:00
1,-0.0015124179,2025-06-06 15:25:00+00:00
1,-0.0010008937,2025-06-06 15:30:00+00:00
1,-0.0011609202,2025-06-06 15:35:00+00:00
1,-0.0018818183,2025-06-06 15:40:00+00:00
1,-0.0028907326,2025-06-06 15:45:00+00:00
1,-0.0024015184,2025-06-06 15:50:00+00:00
1,-0.0030624904,2025-06-06 15:55:00+00:00
1,-0.0022214658,2025-06-06 16:00:00+00:00
0,-0.004982968,2025-06-06 16:05:00+00:00
0,-0.006540641,2025-06-06 16:10:00+00:00
0,-0.009125219,2025-06-06 16:15:00+00:00
0,-0.009104935,2025-06-06 16:20:00+00:00
0,-0.008828844,2025-06-06 16:25:00+00:00
0,-0.007159385,2025-06-06 16:30:00+00:00
0,-0.004574382,2025-06-06 16:35:00+00:00
1,-0.0039171395,2025-06-06 16:40:00+00:00
0,-0.005574299,2025-06-06 16:45:00+00:00
0,-0.006430417,2025-06-06 16:50:00+00:00
0,-0.0051028803,2025-06-06 16:55:00+00:00
0,-0.005000449,2025-06-06 17:00:00+00:00
1,-0.0038607726,2025-06-06 17:05:00+00:00
1,-0.0029754138,2025-06-06 17:10:00+00:00
3,0.0014290743,2025-06-06 17:15:00+00:00
3,0.0025448587,2025-06-06 17:20:00+00:00
3,0.0020065159,2025-06-06 17:25:00+00:00
2,0.0007928809,2025-06-06 17:30:00+00:00
3,0.0015157928,2025-06-06 17:35:00+00:00
2,3.8995477e-05,2025-06-06 17:40:00+00:00
2,0.0006034894,2025-06-06 17:45:00+00:00
3,0.0017916083,2025-06-06 17:50:00+00:00
3,0.0018249328,2025-06-06 17:55:00+00:00
3,0.0017473737,2025-06-06 18:00:00+00:00
3,0.0018972765,2025-06-06 18:05:00+00:00
3,0.0015974393,2025-06-06 18:10:00+00:00
2,0.00082317385,2025-06-06 18:15:00+00:00
2,3.0040223e-06,2025-06-06 18:20:00+00:00
1,-0.0020595405,2025-06-06 18:25:00+00:00
1,-0.002307736,2025-06-06 18:30:00+00:00
0,-0.004036995,2025-06-06 18:35:00+00:00
1,-0.002690583,2025-06-06 18:40:00+00:00
1,-0.0024845167,2025-06-06 18:45:00+00:00
1,-0.00345078,2025-06-06 18:50:00+00:00
1,-0.0028389483,2025-06-06 18:55:00+00:00
1,-0.0016212321,2025-06-06 19:00:00+00:00
1,-0.002154778,2025-06-06 19:05:00+00:00
1,-0.001132343,2025-06-06 19:10:00+00:00
1,-0.0019781948,2025-06-06 19:15:00+00:00
1,-0.0016942635,2025-06-06 19:20:00+00:00
2,3.0084416e-06,2025-06-06 19:25:00+00:00
2,-0.00037598735,2025-06-06 19:30:00+00:00
2,-0.00020161472,2025-06-06 19:35:00+00:00
2,-0.0007940136,2025-06-06 19:40:00+00:00
2,-0.0001413806,2025-06-06 19:45:00+00:00
2,0.00062931335,2025-06-06 19:50:00+00:00
2,0.00026183052,2025-06-06 19:55:00+00:00
1,-0.0012088771,2025-06-06 20:00:00+00:00
1,-0.0014045323,2025-06-06 20:05:00+00:00
1,-0.0030881553,2025-06-06 20:10:00+00:00
1,-0.0029265534,2025-06-06 20:15:00+00:00
1,-0.0017723667,2025-06-06 20:20:00+00:00
1,-0.0024187798,2025-06-06 20:25:00+00:00
1,-0.0011885669,2025-06-06 20:30:00+00:00
2,-0.0009902183,2025-06-06 20:35:00+00:00
2,-0.00080969464,2025-06-06 20:40:00+00:00
1,-0.0019976594,2025-06-06 20:45:00+00:00
1,-0.0018205509,2025-06-06 20:50:00+00:00
1,-0.0018473777,2025-06-06 20:55:00+00:00
1,-0.0010236709,2025-06-06 21:00:00+00:00
2,-0.0008854675,2025-06-06 21:05:00+00:00
2,0.00021113973,2025-06-06 21:10:00+00:00
2,0.00028959275,2025-06-06 21:15:00+00:00
2,9.043363e-06,2025-06-06 21:20:00+00:00
2,-0.00027744687,2025-06-06 21:25:00+00:00
1,-0.0014671414,2025-06-06 21:30:00+00:00
1,-0.0014129868,2025-06-06 21:35:00+00:00
1,-0.0011296712,2025-06-06 21:40:00+00:00
1,-0.0011093527,2025-06-06 21:45:00+00:00
1,-0.0010310148,2025-06-06 21:50:00+00:00
1,-0.0015222352,2025-06-06 21:55:00+00:00
1,-0.0024593277,2025-06-06 22:00:00+00:00
1,-0.0028667548,2025-06-06 22:05:00+00:00
1,-0.002608533,2025-06-06 22:10:00+00:00
1,-0.0018637137,2025-06-06 22:15:00+00:00
1,-0.0019985652,2025-06-06 22:20:00+00:00
1,-0.0011915427,2025-06-06 22:25:00+00:00
2,-0.000811583,2025-06-06 22:30:00+00:00
2,-0.0006788313,2025-06-06 22:35:00+00:00
1,-0.0014084083,2025-06-06 22:40:00+00:00
2,-0.00059452496,2025-06-06 22:45:00+00:00
2,-0.0004888795,2025-06-06 22:50:00+00:00
2,-9.660552e-05,2025-06-06 22:55:00+00:00
3,0.002447263,2025-06-06 23:00:00+00:00
3,0.003113824,2025-06-06 23:05:00+00:00
3,0.003005391,2025-06-06 23:10:00+00:00
3,0.0025439758,2025-06-06 23:15:00+00:00
3,0.0021143246,2025-06-06 23:20:00+00:00
3,0.0021080736,2025-06-06 23:25:00+00:00
3,0.0018841603,2025-06-06 23:30:00+00:00
3,0.0011532876,2025-06-06 23:35:00+00:00
2,0.00032617262,2025-06-06 23:40:00+00:00
2,0.0005495833,2025-06-06 23:45:00+00:00
2,0.00030796358,2025-06-06 23:50:00+00:00
2,0.0008514184,2025-06-06 23:55:00+00:00
2,-0.00016878045,2025-06-09 01:00:00+00:00
2,-0.00062987284,2025-06-09 01:05:00+00:00
2,-7.837629e-05,2025-06-09 01:10:00+00:00
2,-0.00040986078,2025-06-09 01:15:00+00:00
2,-0.0008017482,2025-06-09 01:20:00+00:00
2,-0.00063892757,2025-06-09 01:25:00+00:00
2,-0.0008408528,2025-06-09 01:30:00+00:00
2,-0.00036790315,2025-06-09 01:35:00+00:00
3,0.0010144284,2025-06-09 01:40:00+00:00
2,0.0008329762,2025-06-09 01:45:00+00:00
3,0.0012737316,2025-06-09 01:50:00+00:00
2,0.0009321436,2025-06-09 01:55:00+00:00
2,-7.234669e-05,2025-06-09 02:00:00+00:00
2,-0.0009408813,2025-06-09 02:05:00+00:00
1,-0.0015977956,2025-06-09 02:10:00+00:00
1,-0.0029787389,2025-06-09 02:15:00+00:00
1,-0.002250316,2025-06-09 02:20:00+00:00
1,-0.0017430955,2025-06-09 02:25:00+00:00
1,-0.0011341459,2025-06-09 02:30:00+00:00
1,-0.0019306941,2025-06-09 02:35:00+00:00
1,-0.0038394604,2025-06-09 02:40:00+00:00
0,-0.004122213,2025-06-09 02:45:00+00:00
0,-0.004063521,2025-06-09 02:50:00+00:00
1,-0.003797434,2025-06-09 02:55:00+00:00
1,-0.0028096663,2025-06-09 03:00:00+00:00
1,-0.0019771077,2025-06-09 03:05:00+00:00
1,-0.0018751302,2025-06-09 03:10:00+00:00
2,0.00030239252,2025-06-09 03:15:00+00:00
2,0.00024791164,2025-06-09 03:20:00+00:00
1,-0.0010543297,2025-06-09 03:25:00+00:00
1,-0.0020625032,2025-06-09 03:30:00+00:00
1,-0.0013873483,2025-06-09 03:35:00+00:00
3,0.0013140207,2025-06-09 03:40:00+00:00
3,0.001168808,2025-06-09 03:45:00+00:00
2,-0.00024214247,2025-06-09 03:50:00+00:00
1,-0.002895236,2025-06-09 03:55:00+00:00
1,-0.0034645384,2025-06-09 04:00:00+00:00
1,-0.0027280673,2025-06-09 04:05:00+00:00
1,-0.0023173077,2025-06-09 04:10:00+00:00
1,-0.0020949468,2025-06-09 04:15:00+00:00
1,-0.001163687,2025-06-09 04:20:00+00:00
1,-0.0014999985,2025-06-09 04:25:00+00:00
2,-0.0001301185,2025-06-09 04:30:00+00:00
2,-0.00032991514,2025-06-09 04:35:00+00:00
1,-0.0014151029,2025-06-09 04:40:00+00:00
2,-0.00015727218,2025-06-09 04:45:00+00:00
3,0.001089905,2025-06-09 04:50:00+00:00
3,0.002937018,2025-06-09 04:55:00+00:00
3,0.003285462,2025-06-09 05:00:00+00:00
3,0.0030509348,2025-06-09 05:05:00+00:00
3,0.0029746203,2025-06-09 05:10:00+00:00
3,0.0017327925,2025-06-09 05:15:00+00:00
2,0.00068692124,2025-06-09 05:20:00+00:00
2,0.0008026144,2025-06-09 05:25:00+00:00
2,0.000686994,2025-06-09 05:30:00+00:00
2,0.0009961275,2025-06-09 05:35:00+00:00
3,0.0018864496,2025-06-09 05:40:00+00:00
3,0.0013854228,2025-06-09 05:45:00+00:00
3,0.0014274309,2025-06-09 05:50:00+00:00
3,0.001591268,2025-06-09 05:55:00+00:00
3,0.0012457782,2025-06-09 06:00:00+00:00
3,0.001188241,2025-06-09 06:05:00+00:00
2,0.0009553437,2025-06-09 06:10:00+00:00
3,0.001391094,2025-06-09 06:15:00+00:00
3,0.0017902125,2025-06-09 06:20:00+00:00
3,0.002375649,2025-06-09 06:25:00+00:00
3,0.001227877,2025-06-09 06:30:00+00:00
3,0.0018965058,2025-06-09 06:35:00+00:00
3,0.0010729192,2025-06-09 06:40:00+00:00
2,0.0005135285,2025-06-09 06:45:00+00:00
2,7.549768e-05,2025-06-09 06:50:00+00:00
2,0.00027787845,2025-06-09 06:55:00+00:00
2,-0.000416756,2025-06-09 07:00:00+00:00
2,-0.000283873,2025-06-09 07:05:00+00:00
2,0.00012987523,2025-06-09 07:10:00+00:00
2,-3.0199164e-06,2025-06-09 07:15:00+00:00
2,-0.000655037,2025-06-09 07:20:00+00:00
2,-7.54783e-05,2025-06-09 07:25:00+00:00
2,0.00043798971,2025-06-09 07:30:00+00:00
2,0.00036529955,2025-06-09 07:35:00+00:00
2,0.0009057205,2025-06-09 07:40:00+00:00
3,0.0011654132,2025-06-09 07:45:00+00:00
3,0.0010478287,2025-06-09 07:50:00+00:00
2,0.0008968149,2025-06-09 07:55:00+00:00
3,0.0010423245,2025-06-09 08:00:00+00:00
3,0.0015436201,2025-06-09 08:05:00+00:00
3,0.0016760789,2025-06-09 08:10:00+00:00
3,0.0016971981,2025-06-09 08:15:00+00:00
3,0.0029027795,2025-06-09 08:20:00+00:00
3,0.0020561842,2025-06-09 08:25:00+00:00
3,0.0017028832,2025-06-09 08:30:00+00:00
3,0.0015059332,2025-06-09 08:35:00+00:00
3,0.0014840375,2025-06-09 08:40:00+00:00
3,0.0017852889,2025-06-09 08:45:00+00:00
3,0.0018823075,2025-06-09 08:50:00+00:00
3,0.0029233503,2025-06-09 08:55:00+00:00
3,0.00264686,2025-06-09 09:00:00+00:00
3,0.002132402,2025-06-09 09:05:00+00:00
3,0.002086317,2025-06-09 09:10:00+00:00
3,0.0022038252,2025-06-09 09:15:00+00:00
3,0.0023130928,2025-06-09 09:20:00+00:00
3,0.0020640176,2025-06-09 09:25:00+00:00
3,0.002028532,2025-06-09 09:30:00+00:00
3,0.0013138268,2025-06-09 09:35:00+00:00
3,0.0017589302,2025-06-09 09:40:00+00:00
2,0.0009181465,2025-06-09 09:45:00+00:00
3,0.0013036985,2025-06-09 09:50:00+00:00
2,-4.2113115e-05,2025-06-09 09:55:00+00:00
2,0.00034315334,2025-06-09 10:00:00+00:00
2,0.00037320395,2025-06-09 10:05:00+00:00
2,-9.326758e-05,2025-06-09 10:10:00+00:00
2,-0.00043618598,2025-06-09 10:15:00+00:00
1,-0.0012830875,2025-06-09 10:20:00+00:00
2,-0.00024055665,2025-06-09 10:25:00+00:00
2,-0.0004060883,2025-06-09 10:30:00+00:00
2,0.00021968696,2025-06-09 10:35:00+00:00
2,-0.00081177615,2025-06-09 10:40:00+00:00
2,-0.0007127905,2025-06-09 10:45:00+00:00
1,-0.001091516,2025-06-09 10:50:00+00:00
1,-0.0013326354,2025-06-09 10:55:00+00:00
2,-5.7172605e-05,2025-06-09 11:00:00+00:00
2,-0.00047535668,2025-06-09 11:05:00+00:00
2,-9.9294106e-05,2025-06-09 11:10:00+00:00
2,-0.0004815187,2025-06-09 11:15:00+00:00
1,-0.0020218797,2025-06-09 11:20:00+00:00
1,-0.0018527319,2025-06-09 11:25:00+00:00
2,-0.0009388965,2025-06-09 11:30:00+00:00
2,-0.0005536099,2025-06-09 11:35:00+00:00
2,-0.00047843435,2025-06-09 11:40:00+00:00
2,-0.00054174603,2025-06-09 11:45:00+00:00
2,-0.00042143033,2025-06-09 11:50:00+00:00
2,-0.00035544203,2025-06-09 11:55:00+00:00
1,-0.0011585638,2025-06-09 12:00:00+00:00
1,-0.0012009969,2025-06-09 12:05:00+00:00
1,-0.0011645647,2025-06-09 12:10:00+00:00
1,-0.0010749062,2025-06-09 12:15:00+00:00
2,-0.00012662349,2025-06-09 12:20:00+00:00
2,-0.0005423876,2025-06-09 12:25:00+00:00
1,-0.0013644866,2025-06-09 12:30:00+00:00
1,-0.0020801974,2025-06-09 12:35:00+00:00
1,-0.0027033943,2025-06-09 12:40:00+00:00
1,-0.0022042948,2025-06-09 12:45:00+00:00
1,-0.0023941312,2025-06-09 12:50:00+00:00
1,-0.0012414762,2025-06-09 12:55:00+00:00
1,-0.0011629203,2025-06-09 13:00:00+00:00
2,-0.00037369094,2025-06-09 13:05:00+00:00
2,-0.0007170273,2025-06-09 13:10:00+00:00
2,-0.00010549636,2025-06-09 13:15:00+00:00
2,0.0003226293,2025-06-09 13:20:00+00:00
2,0.00043716046,2025-06-09 13:25:00+00:00
2,0.00078120286,2025-06-09 13:30:00+00:00
3,0.0015566128,2025-06-09 13:35:00+00:00
3,0.0023816926,2025-06-09 13:40:00+00:00
3,0.0018470063,2025-06-09 13:45:00+00:00
2,0.00041356368,2025-06-09 13:50:00+00:00
2,0.00087192375,2025-06-09 13:55:00+00:00
2,0.0005308608,2025-06-09 14:00:00+00:00
2,-0.00059390836,2025-06-09 14:05:00+00:00
2,-0.0004250983,2025-06-09 14:10:00+00:00
1,-0.0010128719,2025-06-09 14:15:00+00:00
2,-0.0007626064,2025-06-09 14:20:00+00:00
2,-5.424448e-05,2025-06-09 14:25:00+00:00
3,0.0011000636,2025-06-09 14:30:00+00:00
2,0.0004216804,2025-06-09 14:35:00+00:00
2,-0.00035535105,2025-06-09 14:40:00+00:00
2,-0.00061754615,2025-06-09 14:45:00+00:00
3,0.0012462131,2025-06-09 14:50:00+00:00
2,0.0007897751,2025-06-09 14:55:00+00:00
2,-3.3161195e-05,2025-06-09 15:00:00+00:00
2,0.00045851633,2025-06-09 15:05:00+00:00
2,6.0323273e-05,2025-06-09 15:10:00+00:00
2,1.508778e-05,2025-06-09 15:15:00+00:00
2,-0.00082653604,2025-06-09 15:20:00+00:00
1,-0.0013109794,2025-06-09 15:25:00+00:00
1,-0.001652798,2025-06-09 15:30:00+00:00
1,-0.0025922414,2025-06-09 15:35:00+00:00
1,-0.0016418234,2025-06-09 15:40:00+00:00
2,0.000102485574,2025-06-09 15:45:00+00:00
2,0.00040383707,2025-06-09 15:50:00+00:00
2,-0.00019276992,2025-06-09 15:55:00+00:00
3,0.001239064,2025-06-09 16:00:00+00:00
3,0.0019176496,2025-06-09 16:05:00+00:00
3,0.0030461415,2025-06-09 16:10:00+00:00
3,0.00280025,2025-06-09 16:15:00+00:00
3,0.0032001932,2025-06-09 16:20:00+00:00
3,0.0024714977,2025-06-09 16:25:00+00:00
2,0.0009438656,2025-06-09 16:30:00+00:00
3,0.0016752997,2025-06-09 16:35:00+00:00
3,0.001285444,2025-06-09 16:40:00+00:00
2,0.00097351323,2025-06-09 16:45:00+00:00
2,0.00030727425,2025-06-09 16:50:00+00:00
2,0.00043080334,2025-06-09 16:55:00+00:00
2,0.0004636976,2025-06-09 17:00:00+00:00
2,0.00023774272,2025-06-09 17:05:00+00:00
2,-0.00075471244,2025-06-09 17:10:00+00:00
2,0.0008515709,2025-06-09 17:15:00+00:00
3,0.002151735,2025-06-09 17:20:00+00:00
3,0.002597856,2025-06-09 17:25:00+00:00
3,0.003319997,2025-06-09 17:30:00+00:00
3,0.0033992387,2025-06-09 17:35:00+00:00
3,0.0035771437,2025-06-09 17:40:00+00:00
3,0.0026467054,2025-06-09 17:45:00+00:00
3,0.0028790585,2025-06-09 17:50:00+00:00
3,0.0023548473,2025-06-09 17:55:00+00:00
3,0.001754613,2025-06-09 18:00:00+00:00
3,0.0018714027,2025-06-09 18:05:00+00:00
3,0.0019829925,2025-06-09 18:10:00+00:00
3,0.0017077057,2025-06-09 18:15:00+00:00
3,0.0012582394,2025-06-09 18:20:00+00:00
2,0.00075361796,2025-06-09 18:25:00+00:00
2,0.0009909017,2025-06-09 18:30:00+00:00
3,0.0011442575,2025-06-09 18:35:00+00:00
2,0.0008347947,2025-06-09 18:40:00+00:00
3,0.0019760353,2025-06-09 18:45:00+00:00
3,0.0022161563,2025-06-09 18:50:00+00:00
3,0.0027008108,2025-06-09 18:55:00+00:00
3,0.002235241,2025-06-09 19:00:00+00:00
3,0.0018468857,2025-06-09 19:05:00+00:00
3,0.0015165849,2025-06-09 19:10:00+00:00
2,0.0006753147,2025-06-09 19:15:00+00:00
2,5.098613e-05,2025-06-09 19:20:00+00:00
2,0.0003030203,2025-06-09 19:25:00+00:00
2,-5.699544e-05,2025-06-09 19:30:00+00:00
2,0.0004019823,2025-06-09 19:35:00+00:00
2,0.000864102,2025-06-09 19:40:00+00:00
2,-0.00035066897,2025-06-09 19:45:00+00:00
2,-0.0006861485,2025-06-09 19:50:00+00:00
1,-0.0012134395,2025-06-09 19:55:00+00:00
2,-0.00026978902,2025-06-09 20:00:00+00:00
2,-0.00014088392,2025-06-09 20:05:00+00:00
2,0.0002518816,2025-06-09 20:10:00+00:00
2,0.00044390722,2025-06-09 20:15:00+00:00
2,0.0006237985,2025-06-09 20:20:00+00:00
2,0.0006928365,2025-06-09 20:25:00+00:00
2,0.0007769821,2025-06-09 20:30:00+00:00
2,4.1981275e-05,2025-06-09 20:35:00+00:00
2,-0.0005695751,2025-06-09 20:40:00+00:00
2,-0.0005156942,2025-06-09 20:45:00+00:00
2,-0.00069861294,2025-06-09 20:50:00+00:00
2,-0.000119991484,2025-06-09 20:55:00+00:00
2,-0.00035082037,2025-06-09 21:00:00+00:00
2,-0.00038973382,2025-06-09 21:05:00+00:00
2,-0.0004946429,2025-06-09 21:10:00+00:00
2,-0.0005726261,2025-06-09 21:15:00+00:00
2,-0.0009471031,2025-06-09 21:20:00+00:00
1,-0.0015075995,2025-06-09 21:25:00+00:00
1,-0.0016426858,2025-06-09 21:30:00+00:00
1,-0.0016971718,2025-06-09 21:35:00+00:00
1,-0.0017246965,2025-06-09 21:40:00+00:00
1,-0.0011609106,2025-06-09 21:45:00+00:00
1,-0.0015782289,2025-06-09 21:50:00+00:00
1,-0.0017850875,2025-06-09 21:55:00+00:00
1,-0.0015447513,2025-06-09 22:00:00+00:00
1,-0.0017694816,2025-06-09 22:05:00+00:00
1,-0.0021505118,2025-06-09 22:10:00+00:00
1,-0.0021418286,2025-06-09 22:15:00+00:00
1,-0.0022590023,2025-06-09 22:20:00+00:00
1,-0.0017830342,2025-06-09 22:25:00+00:00
1,-0.0014262038,2025-06-09 22:30:00+00:00
2,-0.0007268795,2025-06-09 22:35:00+00:00
2,-0.00054684706,2025-06-09 22:40:00+00:00
2,-0.0008919669,2025-06-09 22:45:00+00:00
2,-0.0004087042,2025-06-09 22:50:00+00:00
2,-0.0005500087,2025-06-09 22:55:00+00:00
1,-0.0013368502,2025-06-09 23:00:00+00:00
1,-0.0013519969,2025-06-09 23:05:00+00:00
2,-0.00066427805,2025-06-09 23:10:00+00:00
2,-0.0002615393,2025-06-09 23:15:00+00:00
2,3.0067954e-06,2025-06-09 23:20:00+00:00
